label_a	label_b	papers
interlaminar astrocyte	layer 6 intratelencephalic excitatory neuron	1
interlaminar astrocyte	layer 6b excitatory neuron	1
interlaminar astrocyte	microglia	1
interlaminar astrocyte	parvalbumin chandelier cell	1
interlaminar astrocyte	pericyte	1
interlaminar astrocyte	smooth muscle cell	1
interlaminar astrocyte	tyrosine hydroxylase expressing inhibitory neuron	1
interleukin 17 positive t cell	mature oligodendrocyte	1
interleukin 17 positive t cell	oligodendrocyte	1
interleukin 17 positive t cell	t helper 17 cell	1
interleukin inflammatory cancer associated fibroblast	monocyte	1
interleukin inflammatory cancer associated fibroblast	myeloid cell	1
interleukin inflammatory cancer associated fibroblast	myofibroblastic cancer associated fibroblast	1
interleukin inflammatory cancer associated fibroblast	t cell	1
interleukin inflammatory cancer associated fibroblast	transforming growth factor beta myofibroblastic cancer associated fibroblast	1
interleukin inflammatory cancer associated fibroblast	tumor associated macrophage	1
interleukin inflammatory cancer associated fibroblast	wound myofibroblastic cancer associated fibroblast	1
intermediary monocyte	macrophage_c1q	1
intermediary monocyte	macrophage_ccl3	1
intermediary monocyte	macrophages_lyve1	1
intermediary monocyte	memory cd8 t cell	1
intermediary monocyte	natural killer cell	1
intermediary monocyte	non classical monocyte	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	intermediate alveolar type 0 alveolar epithelial type 2 cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	interstitial macrophage	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	intravascular macrophage	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	macrophage	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	mast cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	mesothelial cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	monocyte	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	multiciliated cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	natural killer cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	natural killer t cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	neutrophil	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	non classical or patrolling monocyte	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	plasma cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	plasmablast	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	pre terminal bronchiole secretory cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	proliferating alveolar epithelial type 2 cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	proliferating basal cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	pulmonary venous endothelial cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	secondary crest myofibroblast	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	submucosal gland myoepithelial cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	submucosal gland serous cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	subpleural fibroblast	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	suprabasal cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	systemic venous endothelial cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	t cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	terminal and respiratory bronchiole secretory cell	1
intermediate alveolar epithelial type 2 alveolar epithelial type 1 cell	venous endothelial cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	interstitial macrophage	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	intravascular macrophage	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	macrophage	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	mast cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	mesothelial cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	monocyte	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	multiciliated cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	natural killer cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	natural killer t cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	neutrophil	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	non classical or patrolling monocyte	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	plasma cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	plasmablast	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	pre terminal bronchiole secretory cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	proliferating alveolar epithelial type 2 cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	proliferating basal cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	pulmonary venous endothelial cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	secondary crest myofibroblast	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	submucosal gland myoepithelial cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	submucosal gland serous cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	subpleural fibroblast	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	suprabasal cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	systemic venous endothelial cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	t cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	terminal and respiratory bronchiole secretory cell	1
intermediate alveolar type 0 alveolar epithelial type 2 cell	venous endothelial cell	1
intermediate b cell	memory b cell	1
intermediate b cell	mucosal associated invariant t cell	1
intermediate b cell	naive b cell	1
intermediate b cell	naive cd8 t cell	1
intermediate b cell	natural killer cell	1
intermediate b cell	nk_cd56bright	1
intermediate b cell	plasmacytoid dendritic cell	1
intermediate cancer associated fibroblast	intestinal metaplasia cell	1
intermediate cancer associated fibroblast	metaplastic stem cell	1
intermediate cancer associated fibroblast	myofibroblastic cancer associated fibroblast	1
intermediate cancer associated fibroblast	pit mucous cell	1
intermediate cancer associated fibroblast	proliferative cell	1
intermediate cancer associated fibroblast	proliferative cell 1	1
intermediate cancer associated fibroblast	proliferative cell 2	1
intermediate cancer associated fibroblast	tumor cell	1
intermediate cancer associated fibroblast	tumor cell subcluster c0	1
intermediate cancer associated fibroblast	tumor cell subcluster c1	1
intermediate cancer associated fibroblast	tumor cell subcluster c2	1
intermediate cancer associated fibroblast	tumor cell subcluster c5	1
intermediate cd14 positive cd16 positive monocyte	matrix associated monocyte like airspace macrophage	1
intermediate cd14 positive cd16 positive monocyte	metallothionein expressing airspace macrophage	1
intermediate cd14 positive cd16 positive monocyte	monocyte like airspace macrophage	1
intermediate cd14 positive cd16 positive monocyte	proinflammatory airspace macrophage	1
intermediate cd14 positive cd16 positive monocyte	resident airspace macrophage	1
intermediate cell	matrix fibroblast	1
intermediate cell	myofibroblast	1
intermediate cell	noninflammatory macrophage	1
intermediate cell	resident memory t cell	1
intermediate cell	serum amyloid a gene expressing ciliated cell	1
intermediate cell	terminal airway enriched secretory cell	1
intermediate cell	vascular smooth muscle cell	1
intermediate cell	venous endothelial cell	1
intermediate disease associated microglia subtype 1	microglia	1
intermediate disease associated microglia subtype 1	oligodendrocyte	1
intermediate disease associated microglia subtype 1	protoplasmic astrocyte	1
intermediate innate lymphoid cell cluster 4	intraepithelial innate lymphoid cell type 1	1
intermediate innate lymphoid cell cluster 4	proliferating innate lymphoid cell cluster 7	1
intermediate innate lymphoid cell cluster 4	transitional innate lymphoid cell cluster 4	1
intermediate medullary cortical thymic epithelial cell	medullary thymic epithelial cell type i	1
intermediate medullary cortical thymic epithelial cell	medullary thymic epithelial cell type ii	1
intermediate medullary cortical thymic epithelial cell	medullary thymic epithelial cell type iii	1
intermediate medullary cortical thymic epithelial cell	myoid thymic epithelial cell	1
intermediate medullary cortical thymic epithelial cell	natural killer t like cell	1
intermediate medullary cortical thymic epithelial cell	neuroendocrine like thymic epithelial cell	1
intermediate medullary cortical thymic epithelial cell	plasmacytoid dendritic cell	1
intermediate medullary cortical thymic epithelial cell	t agonist cell	1
intermediate medullary cortical thymic epithelial cell	t helper 17 like cell	1
intermediate monocyte	kupffer cell	1
intermediate monocyte	lymphatic endothelial cell	1
intermediate monocyte	mac i macrophage	1
intermediate monocyte	mac ii macrophage	1
intermediate monocyte	mac iv macrophage	1
intermediate monocyte	macrophage	1
intermediate monocyte	macrophage mac5	1
intermediate monocyte	memb_itgax memory b cell	1
intermediate monocyte	memory b cell	1
intermediate monocyte	migratory dendritic cell	1
intermediate monocyte	mucosal associated invariant t cell	1
intermediate monocyte	myeloid derived suppressor cell	1
intermediate monocyte	myeloid progenitor	1
intermediate monocyte	naive cd8 t cell	1
intermediate monocyte	naive central memory cd4 t cell	1
intermediate monocyte	natural killer cell	1
intermediate monocyte	non classical monocyte	1
intermediate monocyte	nonclassical monocyte	1
intermediate monocyte	plasma_itga8 plasma cell	1
intermediate monocyte	plasmablast	1
intermediate monocyte	red pulp macrophage	1
intermediate monocyte	regulatory t cell	1
intermediate monocyte	resident macrophage	1
intermediate monocyte	resident macrophage mac3	1
intermediate monocyte	tissue resident macrophage	1
intermediate monocyte	trdv1 gamma delta t cell	1
intermediate monocyte	trdv2 gamma delta t cell	1
intermediate monocyte	trem2 positive macrophage	1
intermediate monocyte	venous endothelial cell	1
intermediate progenitor	lower layer neuron	1
intermediate progenitor	medial pallium	1
intermediate progenitor	neural progenitor cell	1
intermediate progenitor	neuroepithelial stem cell	1
intermediate progenitor	neuron	1
intermediate progenitor	pan cortical neuron	1
